,Empresa,Data Emissão,Data Competência,Número Nota Fiscal,Série,CNPJ Prestador,Código Serviço Municipal,Filial,Tipo Tributação,Benefício Fiscal,Tipo NF,Optante Simples,Fornecedor,Valor Serviço,Valor Dedução,Aliquota ISS,ISS Retido,Analise ISS,Município Prestador,INSS Retido 11%,IRRF (1708),IRRF (8045),PCC (5952),PIS (5979),COFINS (5960),Líquido,Comentario,Cei,filial_formatada,Município,check_filial_prest_mun
897,Segmedic,2021-05-17,,3,,40899976000162,40101,01.475.178/0001-51,,,,N,SF SERVICOS MEDICOS LTDA,9900.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,148.5,0,460.35,0,0,9291.15,SERVIÇOS PRESTADOS REFERENTE AO MÊS DE MAIO/2021 | medicina,,01475178000151,,False
898,CLube flex,2021-05-17,,255902,99.0,1475178000151,403,34.314.826/0001-47,,,,N,SEG-MEDIC CENTRO MEDICO LTDA,1934.86,0.0,0.0,0.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,1934.86,"REF A ENTRADA DO DIA 30/04 | | | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,34314826000147,,False
899,Segmedic,2021-05-17,,397,,24618368000186,40101,01.475.178/0001-51,,,,N,RAN SERVIÇOS MEDICOS LTDA,5385.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,80.78,0,250.4,0,0,5053.82,"SERVIÇOS MEDICOS PRESTADOS PELO SOCIO ARTHUR VINICIUS DE ANDRADE CESAR DADOS BANCÁRIOS PARA A REALIZAÇÃO DO CREDITO: BANCO SANTANDER (033) AG 1792 CC 13-000348-4 % APROXIMADO DE TRIBUTOS 16,51% - LEI 12.741/2012 | medicina",,01475178000151,,False
900,Lince,2021-05-17,,47630,,87389086000174,402,29.359.171/0001-93,,,,N,PRO-RAD CONSULTORES EM RADIOPROTECAO S/S LTDA,15.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 402 | Cód.LC: 4.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Cachoeirinha | Cidade Prestação: Cachoeirinha,Cachoeirinha,0.0,0.22,0,0.7,0,0,14.08,"Serviço de Dosimetria Pessoal, período de contrato: 01/03/2021 a 30/06/2021 Despesa(s) de expedição extra, período de 01/04/2021: 01 x R$ 15,00 | Análises clínicas, patologia, eletricidade médica, radioterapia, quimioterapia, ultra-sonografia, ressonância magnética, radiologia, tomografia e congêneres",,29359171000193,Rio de Janeiro,False
901,Segmedic,2021-05-17,,1715396,,16727386000178,130511,01.475.178/0001-51,,,,N,RIOPAR PARTICIPACOES S.A.,28.35,,0.0,0.0,Regra Encontrada: SIM | Cód: 13.05.11 | Cód.LC: 13.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,28.35,"Pedido numero 2V6152351 - Valor referente ao servico de 2a via de cartao. Total aproximado de tributos: Federais: 9,25% Estaduais: Isento Municipais: 5% OBS: Esta nota fiscal segue somente para arquivo. O pagamento ja foi realizado por meio de boleto bancario | confecção de impressos personalizados",,01475178000151,,False
902,Sudeste,2021-05-17,,137,,18708694000181,70235,34.592.751/0001-66,,,,S,NOVA ART FORMAS E CONSTRUCOES - EIRELI,33197.79,,0.0,0.0,Regra Encontrada: SIM | Cód: 07.02.35 | Cód.LC: 7.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,31537.9,"01 - Referente a serviços de armação e fornecimento de mão-de-obra conforme planilha de medição 0006/2021, devidamente aprovada. Mão-de-obra..............R$ 33.197,79 Descontos: 3,50% INSS...............R$ 1.161,92 (Sobre a M.O.) 3,00% ISS................R$ 995,93 (Sobre o valor total da Nota) 5,00% CAUÇÃO.............R$ 1.659,89 (Sobre a M.O.) Valor Liquido............R$ 29.380,05 End. da Obra: Rua Monsenhor Ascaneo, 535 - Barra da Tijuca - RJ CEI: Não Informado Forma de Pagamento: Depósito em Conta Banco: Itaú Ag: 4102 C/c: 03646-6 Vencimento: 30/05/2021 | montagem de fôrmas in loco de fundações ou contenções",,34592751000166,Rio de Janeiro,True
903,Segmedic,2021-05-17,,150,,20399727000109,40201,01.475.178/0001-51,,,,S,CLAUDIO DAVID LA TERZA FONSECA,31411.2,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.02.01 | Cód.LC: 4.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,31411.2,"Serviços Médicos no mês. Forma de Pagamento: Depósito Banco: Itaú Agência: 8166 C/C: 23724-1 | análises clínicas, patologia ou congênere",,01475178000151,,False
904,Segmedic,2021-05-17,,48,,34715740000126,40101,01.475.178/0001-51,,,,S,ANDINA SERVICOS MEDICOS LTDA,2880.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,2880.0,Serviços Médicos prestados do dia 01 a 30 de abril de 2021. | medicina,,01475178000151,,False
905,Segmedic,2021-05-17,,50067,10.0,31922346000170,403,01.475.178/0001-51,,,,N,IDEAL MEDICA LTDA,3960.0,0.0,0.0,0.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,3960.0,"Serviços médicos prestados pelo dr Guilherme de Almeida, ortopedista. | | | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
906,Oceanico,2021-05-17,,982,,30390971000156,70310,31.379.125/0001-06,,,,N,JLAV - PROJETOS E CONSULTORIA DE INSTALACOES EIRELI,4650.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 07.03.10 | Cód.LC: 7.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,511.5,69.75,0,216.22,0,0,3852.53,"Elaboração dos projetos de instalações para atender a obra situada à Avenida Monsenhor Ascâneo nº 535 - Barra da Tijuca, Rio de Janeiro, RJ. Etapas: Validação entrada de telefonia = R$ 1.800,00 Gás combustível - Emissão do protocolo = R$ 1.250,00 Entrada de Energia - Emissão do protocolo = R$ 1.600,00 DADOS BANCÁRIOS: Banco: Bradesco (237) Agência: 3867-9 C/Corrente: 7400-4 | engenharia consultiva - elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia (relacionados com obras de construção civil, hidráulicas, de escoramento ou de contenção de encostas)",,31379125000106,Rio de Janeiro,True
907,Sudeste,2021-05-17,,50069,,18875240000103,706,34.592.751/0001-66,,,,S,J. A. SILVA INSTALACOES E REFORMAS,2900.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 706 | Cód.LC: 7.06 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Rio de Janeiro,Nova Iguaçu,0.0,0.0,0,0.0,0,0,2900.0,"Descrição: NOTA DE PRESTAÇÃO DE SERVIÇO DADOS PARA PAGAMENTO BANCO ITAU AG 8379 C/C 25535-2 JOSUÉ ANTONIO DA SILVA | Colocação e instalação de tapetes, carpetes, assoalhos, cortinas, revestimentos de parede, vidros, divisórias, placas de gesso e congêneres, com material fornecido pelo tomador do serviço",,34592751000166,Rio de Janeiro,False
908,Alambari,2021-05-17,,20512151,,29309127012266,42301,06.274.389/0001-40,,,,N,AMIL ASSISTENCIA MEDICA INTERNACIONAL S.A.,711.08,,5.0,35.55,Regra Encontrada: SIM | Cód: 04.23.01 | Cód.LC: 4.23 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,675.53,"COBERTURA DE CUSTOS DE ASSISTENCIA MEDICA E HOSPITALAR No valor de 71108REFERENTE AO PERIODO DE 01062021 A 30062021Por conta da pandemia que estamos vivendo a Agencia Nacional de Saude Suplementar ANS suspendeu o reajuste anual e por faixa etaria das mensalidades dos planos de saude referentes ao periodode setembro a dezembro de 2020 Em novembro deste ano definiu que a retomada de valores nao aplicados em 2020 sera realizada ao longo de 2021 em 12 parcelas iguais com inicio em janeiroPor este motivo voce esta recebendo seu boleto com os valores ajustadosCaso queira voce podera consultar as informacOes sobre o reajuste diretamente no site da ANS | plano de saúde cumprido através de serviços de terceiros contratados, credenciados, cooperados ou apenas pagos pelo operador do plano mediante indicação do beneficiário",,06274389000140,,False
909,Segmedic,2021-05-17,,50112,10.0,31844425000100,408,01.475.178/0001-51,,,,S,AF & SERVIÇOS DE SAUDE LTDA,4898.03,0.0,0.0,0.0,Regra Encontrada: SIM | Cód: 0408 | Cód.LC: 4.08 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,4898.03,"PRESTAÇÃO DE SERVIÇOS DE FONOAUDIOLOGIA BANCO SANTANDER AG 1521 CP 60017467-6 CONTA POUPANÇA | | | Terapia ocupacional, fisioterapia e fonoaudiologia",,01475178000151,,False
910,Segmedic,2021-05-17,,50003,10.0,40717200000184,403,01.475.178/0001-51,,,,S,PRISCILLA HUGUENIN SERVICOS MEDICOS LTDA,9120.0,0.0,0.0,0.0,Regra Encontrada: SIM | Cód: 0403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,9120.0,"PRESTAÇÃO DE SERVIÇOS MÉDICOS RESTRITOS A CONSULTAS - 04/2021 BANCO SANTANDER AG 0818 C/C 13002085-0 | | | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,01475178000151,,False
911,Trafigura,2021-05-17,,29708,,35935907000127,71008,11.631.729/0001-82,,,,N,MARK BUILDING GERENCIAMENTO PREDIAL LTDA,3150.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 07.10.08 | Cód.LC: 7.10 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,346.5,31.5,0,146.48,0,0,2625.52,"SERVICOS PRESTADOS DE LIMPEZA E CONSERVACAO R$ 3.150,00 ( REFERENTE A SERV. EXTRA DESINFECCAO CONF PP NN MKB RJ 0194 - ABR 20 ) BASE DE CALCULO PARA INSS.....: 3.150,00 RETER E RECOLHER INSS 11,00%..: 346,50 RETER E RECOLHER PIS 0,65%...: 20,48 RETER E RECOLHER COFINS 3,00%: 94,50 RETER E RECOLHER CSLL 1,00%..: 31,50 RETER E RECOLHER IRRF 1,00%..: 31,50 VALOR LIQUIDO.................: 2.625,52 Vencimento(s): [ 30/05/2021 ] | limpeza de imóveis",,11631729000182,Rio de Janeiro,True
912,THE QUESTION,2021-05-18,,36,,24086691000156,1303,40.038.500/0001-37,,,,S,IAN HIPOLITO TAVARES 09748068978,1800.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1303 | Cód.LC: 13.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Imbituba | Cidade Prestação: Imbituba,Imbituba,0.0,0.0,0,0.0,0,0,1800.0,"Pedidos: Data de Vencimento: 00/00/0000 | Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres",,40038500000137,São Paulo,False
913,LQ,2021-05-18,,210,,27915625000130,170209,28.891.150/0001-51,,,,S,GREEN WORKER SERVICOS DE ENGENHARIA LTDA,1000.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 17.02.09 | Cód.LC: 17.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1000.0,Serviço 583/19 Esta NF-e se refere a SEGUNDA parcela. Dados bancários Banco Itaú Ag.: 0438 C/C: 06721-7 CNPJ: 27.915.625/0001-30 | apoio administrativo,,28891150000151,Rio de Janeiro,True
914,Segmedic,2021-05-18,,50125,10.0,36161825000135,1001,01.475.178/0001-51,,,,S,D+ SAUDE AGENTE E CORRETOR DE SERVICOS DE SAUDE EIRELI,600.0,0.0,0.0,0.0,Regra Encontrada: SIM | Cód: 1001 | Cód.LC: 10.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,600.0,"PRESTAÇÃO DE SERVIÇOS MÉDICOS DE: 01/04/2021 a 30/04/2021 | | | Agenciamento, corretagem ou intermediação de câmbio, de seguros, de cartões de crédito, de planos de saúde e de planos de previdência privada",,01475178000151,,False
915,Prime,2021-05-18,,37388,,30013106000433,140122,21.917.552/0001-39,,,,N,MIT RIO VEICULOS,940.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 14.01.22 | Cód.LC: 14.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,9.4,0,43.71,0,0,886.89,"SERVICO DE POLIMENTO\r\nTAPECARIA/CAPOTARIA\r\nPREPARACAO DE PINTURA\r\nSERVICO DE PINTURA\r\nSERVICO DE CAPOTARIA\r\nSERVICO DE FUNILARIA\r\n\r\nTrib Aprox R$ 126,44 FederalFonte: IBPT/FECOMERCIO RS-Valor Liquido da Nota Fiscal - R$ 940,00\r\n\r\n\r\nContato: 78270 - Depto: 400 - Vendedor: 2100109-SIMONE DANTAS\r\nO.S.: 035270 - Placa: LTN6707 - Chassi: 98861112XHK103798 - Modelo: RENEGADE LNGT AT6 1.8 FLEX - KM: 49569 - | conserto de veículos",,21917552000139,Rio de Janeiro,True
916,Segmedic,2021-05-18,,1,,41481197000105,40101,01.475.178/0001-51,,,,S,RODOLFO TELES SERVICOS MEDICOS LTDA,4395.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,4395.0,"Serviços médicos prestados pelos próprios sócios no exercício da profissão regulamentada por legislação federal, isento da retenção de INSS, conforme previsto no Art. 120, Inciso III, parágrafo 2°, da IN/RFB, N° 971/2009. Dr. Rodolfo Teles de Melo - CRM: 52 01160249 Banco BS2 - CÓDIGO 218 Agência: 0001 - Conta Corrente: 879913-0 Valor aproximado dos tributos R$ 681,22(15,50%) - Fonte: IBPT Conforme Lei nº 12.741/2012 | medicina",,01475178000151,,False
917,Lince,2021-05-18,,1409,,7675137000195,10102,29.359.171/0001-93,,,,N,GLUCK SERVIÇOS E COMERCIO DE INFORMATICA LTDA,2140.5,,0.0,0.0,Regra Encontrada: SIM | Cód: 01.01.02 | Cód.LC: 1.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,2140.5,Manutenção e desenvolvimento do sistema de propostas - Maio/21 | desenvolvimento de sistemas,,29359171000193,Rio de Janeiro,True
918,Segmedic,2021-05-18,,133,,38041720000178,40101,01.475.178/0001-51,,,,S,LLB SERVICOS MEDICOS EIRELI,1769.17,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1769.17,Serviços médicos prestados | medicina,,01475178000151,,False
919,Segmedic,2021-05-18,,1717656,,16727386000178,260101,01.475.178/0001-51,,,,N,RIOPAR PARTICIPACOES S.A.,18.08,,0.0,0.0,Regra Encontrada: SIM | Cód: 26.01.01 | Cód.LC: 26.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,18.08,"Pedido no AR48347441 - Valor referente a prestacao de servico de entrega domiciliar de cartoes solicitados site Riocard. | serviços de coleta, remessa ou entrega de correspondências, documentos, objetos, bens ou valores, inclusive pelos correios e suas agências franqueadas",,01475178000151,,False
920,Segmedic,2021-05-18,,50126,10.0,24318467000142,1401,01.475.178/0001-51,,,,S,BRUNO SANTOS PENIDO 12085747795,5050.0,0.0,0.0,0.0,Regra Encontrada: SIM | Cód: 1401 | Cód.LC: 14.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,555.5,0.0,0,0.0,0,0,4494.5,"Desinstalação e instalação de Cr Classic Carestream Instalação de Mamógrafo Alpha GE | | | Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS)",,01475178000151,,False
921,PL61,2021-05-18,,1175,,26930377000133,130301,31.384.644/0001-54,,,,S,STEFANO MASTRODDI FOTOGRAFIA E FILMAGEM,1500.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 13.03.01 | Cód.LC: 13.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1500.0,Serviço de acompanhamento de obra via Timelapse Nota fiscal referente período 10/05/2021 - 10/06/2021 Obra: Pedro Lago 61 Barra da Tijuca - RJ SANTANDER Banco: 033 AGENCIA: 0909 CONTA: 13-000706-7 CNPJ: 26.930.377/0001-33 | fotografia,,31384644000154,Rio de Janeiro,True
922,Sudeste,2021-05-18,,1176,,26930377000133,130301,34.592.751/0001-66,,,,S,STEFANO MASTRODDI FOTOGRAFIA E FILMAGEM,1500.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 13.03.01 | Cód.LC: 13.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1500.0,Serviço de acompanhamento de obra via Timelapse Nota fiscal referente período 09/04/2021 - 09/05/2021 Obra: Condomínio Oceânico - Barra da Tijuca - RJ SANTANDER Banco: 033 AGENCIA: 0909 CONTA: 13-000706-7 CNPJ: 26.930.377/0001-33 | fotografia,,34592751000166,Rio de Janeiro,True
923,Sudeste,2021-05-18,,398,,21545854000123,70229,34.592.751/0001-66,,,,N,GEOTESTE ENGENHARIA LTDA,70963.3,,0.0,0.0,Regra Encontrada: SIM | Cód: 07.02.29 | Cód.LC: 7.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,1064.45,0,3299.79,0,0,63050.9,"Serviços de fundações especiais (estaca do tipo raiz) OBRA DO CONDOMÍNIO OCEÂNICO - AV MONSENHOR ASCÂNEO, 535 - BARRA DA TIJUCA - RIO DE JANEIRO - RJ Valor dos tributos conforme tabela IBPT: União - 13,45% (R$ 9.544,56) Estado - 0,00% Município: 4,93% (R$ 3.498,49) Data de Vencimento:31/05/2021 Para depósito: BANCO BRADESCO - Agencia Nº 7101 / Conta Corrente Nº 0342687-4 **Isento de INSS com base na Instrução Normativa 971 - DOU de 13 de Novembro de 2009, Seção XI - Artigo 143 - Incisos II, V, VII, VIII, IX, XV e XVI** | concretagem de fundações ou contenções",,34592751000166,Rio de Janeiro,True
924,Prime,2021-05-18,,262,,20427958000170,110101,21.917.552/0001-39,,,,S,COP GUARD,1050.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 11.01.01 | Cód.LC: 11.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1050.0,GUARDA DE VEICULO POR VIDEO MONITORAMENTO. OBS: COMPLEMENTO DE SERVIÇOS REFERENTE AO MES DE ABRIL DE 2021. | guarda e estacionamento de veículos terrestres automotores,,21917552000139,Rio de Janeiro,True
925,Segmedic,2021-05-19,,11,,37803597000112,40101,01.475.178/0001-51,,,,S,MEDIC PRIME SERVICOS MEDICOS LTDA,7230.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 04.01.01 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,7230.0,Serviços Médicos | medicina,,01475178000151,,False
926,LQ,2021-05-19,,103,,34680508000108,130301,28.891.150/0001-51,,,,S,MARIANA DANTAS MACHADO DA SILVA 09291953709,200.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 13.03.01 | Cód.LC: 13.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,200.0,Fotografia e imagens para mídias sociais ITAU AG 3008 CC 00865.2 CPF 092919537.09 Mariana Dantas Machado da Silva | fotografia,,28891150000151,Rio de Janeiro,True
927,Oceanico,2021-05-19,,105,,34680508000108,130301,31.379.125/0001-06,,,,S,MARIANA DANTAS MACHADO DA SILVA 09291953709,1650.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 13.03.01 | Cód.LC: 13.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,1650.0,Fotografia e imagens para mídias sociais ITAU AG 3008 CC 00865.2 CPF 092919537.09 Mariana Dantas Machado da Silva | fotografia,,31379125000106,Rio de Janeiro,True
928,Segmedic,2021-05-19,,50035,10.0,14997250000152,1705,01.475.178/0001-51,,,,S,RICARDO DE ASSIS ALMEIDA NASCIMENTO 10555136710,400.0,0.0,5.0,20.0,Regra Encontrada: SIM | Cód: 1705 | Cód.LC: 17.05 | Buscar ISS Munic. Prestação: SIM | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Nova Iguaçu | Cidade Prestação: Nova Iguaçu,Nova Iguaçu,0.0,0.0,0,0.0,0,0,380.0,"Limpeza de vidros.. | | | Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários, contratados pelo prestador de serviço",,01475178000151,,False
929,Oceanico,2021-05-19,,2441,,9295441000132,170602,31.379.125/0001-06,,,,N,AMO AGENCIA DE PROPAGANDA LTDA,20000.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 17.06.02 | Cód.LC: 17.06 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,200.0,0,0.0,0,0,19800.0,"Itten - Criação de Peças para Nova Marca VALOR TOTAL A PAGAR: R$ 20.000,00 Data de vencimento: 03/06/2021 Dados para depósito: Banco Santander (033), Agência - 2247, Conta corrente - 13000999-8 | propaganda e publicidade - serviços concernentes à concepção, redação e produção de propaganda e publicidade, inclusive divulgação de material publicitário",,31379125000106,Rio de Janeiro,True
930,Prime,2021-05-19,,1029,,2013844000100,100901,21.917.552/0001-39,,,,S,D LEGITIMA EMPREENDIMENTOS,3258.35,,0.0,0.0,Regra Encontrada: SIM | Cód: 10.09.01 | Cód.LC: 10.09 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,3258.35,Serviço de despachante | representação comercial,,21917552000139,Rio de Janeiro,True
